Captain America: The First Avenger,2011,6.9,2.35,Action|Adventure|Sci-Fi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The World Is Not Enough,1999,6.4,2.35,Action|Adventure|Thriller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Master and Commander: The Far Side of the World,2003,7.4,2.35,Action|Adventure|Drama|History|War,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,2.35,Adventure|Drama|Fantasy|Romance,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
The Incredible Hulk,2008,6.8,2.35,Action|Adventure|Sci-Fi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Revenant,2015,8.1,2.35,Adventure|Drama|Thriller|Western,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Rango,2011,7.2,2.35,Adventure|Animation|Comedy|Family|Western,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Bourne Ultimatum,2007,8.1,2.35,Action|Mystery|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Kung Fu Panda,2008,7.6,2.35,Action|Adventure|Animation|Comedy|Family,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man,2015,7.4,1.85,Action|Adventure|Comedy|Sci-Fi,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hunger Games: Catching Fire,2013,7.6,2.35,Adventure|Sci-Fi|Thriller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,2.35,Adventure|Drama|Fantasy|Romance,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
War of the Worlds,2005,6.5,1.85,Adventure|Sci-Fi|Thriller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Bad Boys II,2003,6.6,2.35,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Puss in Boots,2011,6.7,2.35,Action|Adventure|Animation|Comedy|Family|Fantasy,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Salt,2010,6.4,2.35,Action|Crime|Mystery|Thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Noah,2014,5.8,1.85,Action|Adventure|Drama,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Adventures of Tintin,2011,7.4,2.35,Action|Adventure|Family|Mystery,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Harry Potter and the Prisoner of Azkaban,2004,7.8,2.35,Adventure|Family|Fantasy|Mystery,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Australia,2008,6.6,2.35,Adventure|Drama|Romance|War,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
After Earth,2013,4.9,2.35,Action|Adventure|Sci-Fi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Megamind,2010,7.3,2.35,Action|Animation|Comedy|Family|Sci-Fi,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Harry Potter and the Sorcerer's Stone,2001,7.5,2.35,Adventure|Family|Fantasy,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.1,2.35,Action|Adventure|Fantasy,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Hunger Games: Mockingjay - Part 1,2014,6.7,2.35,Adventure|Sci-Fi|Thriller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
